Age,Gender,Education Level,Job Title,Years of Experience,Salary
54.0,Male,Master's,Full Stack Engineer,28.0,191239.0
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
30.0,Female,Master's,Full Stack Engineer,6.0,110707.0
40.0,Male,Master's,Software Engineer Manager,17.0,151670.0
36.0,Male,Master's,Full Stack Engineer,13.0,146508.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
26.0,Male,Master's,Full Stack Engineer,3.0,70216.0
33.0,Female,Master's,Full Stack Engineer,9.0,135596.0
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
29.0,Female,Bachelor's,Full Stack Engineer,6.0,103579.0
45.0,Male,Master's,Software Engineer Manager,19.0,163780.0
28.0,Male,Master's,Full Stack Engineer,5.0,84181.0
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
35.0,Male,Master's,Full Stack Engineer,9.0,131547.0
33.0,Female,Bachelor's,Full Stack Engineer,8.0,124071.0
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
36.0,Male,Master's,Full Stack Engineer,11.0,138859.0
49.0,Male,Master's,Software Engineer Manager,23.0,182392.0
35.0,Female,Master's,Full Stack Engineer,11.0,151078.0
43.0,Male,Master's,Full Stack Engineer,20.0,167924.0
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
28.0,Male,Bachelor's,Full Stack Engineer,4.0,77606.0
50.0,Female,Master's,Full Stack Engineer,24.0,192756.0
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
38.0,Male,Master's,Full Stack Engineer,15.0,171652.0
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
42.0,Female,Master's,Full Stack Engineer,14.0,163978.0
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
33.0,Female,Master's,Full Stack Engineer,8.0,122970.0
26.0,Male,Master's,Full Stack Engineer,4.0,91062.0
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
54.0,Male,Bachelor's,Full Stack Engineer,25.0,179756.0
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
30.0,Female,Master's,Full Stack Engineer,5.0,102828.0
40.0,Male,Master's,Software Engineer Manager,16.0,150301.0
36.0,Male,Master's,Full Stack Engineer,13.0,147326.0
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
26.0,Male,Master's,Full Stack Engineer,4.0,91397.0
33.0,Female,Master's,Full Stack Engineer,9.0,136986.0
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
34.0,Male,Master's,Software Engineer Manager,9.0,146075.0
35.0,Male,Master's,Full Stack Engineer,9.0,132638.0
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
54.0,Male,Master's,Full Stack Engineer,28.0,191239.0
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
30.0,Female,Master's,Full Stack Engineer,6.0,110707.0
40.0,Male,Master's,Software Engineer Manager,17.0,151670.0
36.0,Male,Master's,Full Stack Engineer,13.0,146508.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
26.0,Male,Master's,Full Stack Engineer,3.0,70216.0
33.0,Female,Master's,Full Stack Engineer,9.0,135596.0
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
34.0,Male,Master's,Software Engineer Manager,9.0,146075.0
35.0,Male,Master's,Full Stack Engineer,9.0,132638.0
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
54.0,Male,Master's,Full Stack Engineer,28.0,191239.0
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
30.0,Female,Master's,Full Stack Engineer,6.0,110707.0
40.0,Male,Master's,Software Engineer Manager,17.0,151670.0
36.0,Male,Master's,Full Stack Engineer,13.0,146508.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
26.0,Male,Master's,Full Stack Engineer,3.0,70216.0
33.0,Female,Master's,Full Stack Engineer,9.0,135596.0
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
29.0,Female,Bachelor's,Full Stack Engineer,6.0,103579.0
45.0,Male,Master's,Software Engineer Manager,19.0,163780.0
28.0,Male,Master's,Full Stack Engineer,5.0,84181.0
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
35.0,Male,Master's,Full Stack Engineer,9.0,131547.0
33.0,Female,Bachelor's,Full Stack Engineer,8.0,124071.0
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
36.0,Male,Master's,Full Stack Engineer,11.0,138859.0
49.0,Male,Master's,Software Engineer Manager,23.0,182392.0
35.0,Female,Master's,Full Stack Engineer,11.0,151078.0
43.0,Male,Master's,Full Stack Engineer,20.0,167924.0
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
28.0,Male,Bachelor's,Full Stack Engineer,4.0,77606.0
50.0,Female,Master's,Full Stack Engineer,24.0,192756.0
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
38.0,Male,Master's,Full Stack Engineer,15.0,171652.0
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
42.0,Female,Master's,Full Stack Engineer,14.0,163978.0
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
33.0,Female,Master's,Full Stack Engineer,8.0,122970.0
26.0,Male,Master's,Full Stack Engineer,4.0,91062.0
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
54.0,Male,Bachelor's,Full Stack Engineer,25.0,179756.0
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
30.0,Female,Master's,Full Stack Engineer,5.0,102828.0
40.0,Male,Master's,Software Engineer Manager,16.0,150301.0
36.0,Male,Master's,Full Stack Engineer,13.0,147326.0
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
26.0,Male,Master's,Full Stack Engineer,3.0,91397.0
33.0,Female,Master's,Full Stack Engineer,9.0,136986.0
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
48.0,Male,PhD,Software Engineer Manager,23.0,188288.0
43.0,Male,Bachelor's,Full Stack Engineer,19.0,152726.0
41.0,Male,PhD,Software Engineer Manager,15.0,148727.0
29.0,Female,Bachelor's,Full Stack Engineer,6.0,91903.0
31.0,Male,Master's,Full Stack Engineer,8.0,120288.0
45.0,Male,PhD,Software Engineer Manager,21.0,170226.0
27.0,Female,Master's,Full Stack Engineer,4.0,83577.0
54.0,Male,PhD,Software Engineer Manager,30.0,184660.0
26.0,Male,Master's,Full Stack Engineer,3.0,88678.0
38.0,Male,Master's,Software Engineer Manager,16.0,154990.0
31.0,Female,Bachelor's,Full Stack Engineer,7.0,108204.0
48.0,Male,PhD,Software Engineer Manager,24.0,192211.0
36.0,Female,Master's,Full Stack Engineer,13.0,144647.0
26.0,Male,Bachelor's,Full Stack Engineer,4.0,79652.0
54.0,Male,PhD,Software Engineer Manager,28.0,182013.0
31.0,Female,Master's,Full Stack Engineer,7.0,108799.0
45.0,Female,Master's,Software Engineer Manager,22.0,183530.0
28.0,Female,Master's,Full Stack Engineer,4.0,82697.0
43.0,Male,Bachelor's,Full Stack Engineer,18.0,152560.0
41.0,Male,PhD,Software Engineer Manager,16.0,151310.0
29.0,Female,Bachelor's,Full Stack Engineer,6.0,100358.0
31.0,Male,Master's,Full Stack Engineer,8.0,
28.0,Male,Bachelor's,Software Developer,1.0,50000.0
26.0,Male,Bachelor's,Software Engineer,2.0,60000.0
33.0,Female,Master's,Data Analyst,6.0,90000.0
36.0,Female,Master's,Data Scientist,8.0,130000.0
27.0,Male,Bachelor's,Software Developer,1.0,50000.0
29.0,Male,Bachelor's,Software Engineer,4.0,80000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
30.0,Female,Bachelor's,Software Engineer,4.0,80000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
28.0,Male,Bachelor's,Software Engineer,3.0,60000.0
43.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Female,Master's,Software Developer,5.0,70000.0
42.0,Male,PhD,Data Scientist,12.0,130000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0
45.0,Male,PhD,Data Scientist,18.0,180000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
26.0,Male,Bachelor's,Software Developer,3.0,60000.0
27.0,Male,Bachelor's,Software Engineer,3.0,60000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Female,Master's,Software Developer,5.0,70000.0
41.0,Male,PhD,Data Scientist,12.0,130000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
27.0,Male,Bachelor's,Software Developer,3.0,60000.0
24.0,Male,Bachelor's,Software Engineer,2.0,55000.0
45.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Female,Master's,Software Developer,5.0,70000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0
28.0,Male,Bachelor's,Software Developer,3.0,60000.0
31.0,Male,Bachelor's,Software Engineer,5.0,80000.0
38.0,Male,PhD,Data Scientist,12.0,130000.0
32.0,Female,Master's,Software Developer,7.0,90000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0
29.0,Male,Bachelor's,Software Engineer,4.0,70000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's,Software Developer,5.0,80000.0
34.0,Male,Bachelor's,Software Engineer,6.0,85000.0
41.0,Male,PhD,Data Scientist,13.0,138000.0
33.0,Female,Master's,Software Developer,8.0,95000.0
42.0,Male,PhD,Data Scientist,16.0,162000.0
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
30.0,Male,Bachelor's,Software Developer,6.0,85000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
30.0,Male,Bachelor's,Software Developer,6.0,85000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
30.0,Male,Bachelor's,Software Developer,6.0,85000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
30.0,Male,Bachelor's,Software Developer,6.0,85000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
30.0,Male,Bachelor's,Software Engineer,5.0,75000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
30.0,Male,Bachelor's,Software Developer,6.0,85000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
